
资阳本地频道,#genre#
海南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hainan
康巴卫视,http://nas.jdshipin.com:8801/bst.php?id=kbws
内蒙古卫视,http://nas.jdshipin.com:8801/bst.php?id=nmgws
兵团卫视,http://nas.jdshipin.com:8801/bst.php?id=btws
新疆卫视,http://nas.jdshipin.com:8801/bst.php?id=xjws
西藏卫视,http://nas.jdshipin.com:8801/bst.php?id=xzws
西藏藏语,http://nas.jdshipin.com:8801/bst.php?id=xzzy
青海卫视,http://nas.jdshipin.com:8801/bst.php?id=qhws
宁夏卫视,http://nas.jdshipin.com:8801/bst.php?id=nxws
山西卫视,http://nas.jdshipin.com:8801/bst.php?id=shanxi
陕西卫视,http://nas.jdshipin.com:8801/bst.php?id=sxws

海峡卫视,http://nas.jdshipin.com:8801/bst.php?id=hxws
BESTV台,http://nas.jdshipin.com:8801/bst.php?id=hyyy8m/8000000


欢笑剧场4K,http://nas.jdshipin.com:8801/bst.php?id=hxjc4k
欢笑剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=hxjc
劲爆体育 8M,http://nas.jdshipin.com:8801/bst.php?id=jbty
快乐垂钓 8M,http://nas.jdshipin.com:8801/bst.php?id=klcd
金鹰纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=jyjs
戏曲精选 8M,http://nas.jdshipin.com:8801/bst.php?id=xqjx
浦东电视台,http://nas.jdshipin.com:8801/bst.php?id=pudong
上海第一财经 8M,http://nas.jdshipin.com:8801/bst.php?id=dycj
上视新闻 8M,http://nas.jdshipin.com:8801/bst.php?id=shxwzh
上海都市 8M,http://nas.jdshipin.com:8801/bst.php?id=shds
上海纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=jsrw
东方影视 8M,http://nas.jdshipin.com:8801/bst.php?id=dfys
五星体育 8M,http://nas.jdshipin.com:8801/bst.php?id=wxty
上视外语 8M,http://nas.jdshipin.com:8801/bst.php?id=ics
七彩戏剧 8M,http://nas.jdshipin.com:8801/bst.php?id=qcxj
上海教育 8M,http://nas.jdshipin.com:8801/bst.php?id=shjy
全纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=leyou
生活时尚 8M,http://nas.jdshipin.com:8801/bst.php?id=shss
新视觉 8M,http://nas.jdshipin.com:8801/bst.php?id=xsj
游戏风云 8M,http://nas.jdshipin.com:8801/bst.php?id=yxfy
热门综艺 8M,http://nas.jdshipin.com:8801/bst.php?id=rmzy
超级体育 8M,http://nas.jdshipin.com:8801/bst.php?id=cjty
健康养生 8M,http://nas.jdshipin.com:8801/bst.php?id=jkys
百变课堂 8M,http://nas.jdshipin.com:8801/bst.php?id=bbkt
看天下精选 8M,http://nas.jdshipin.com:8801/bst.php?id=ktxjx
华语影院 8M,http://nas.jdshipin.com:8801/bst.php?id=hyyy
电竞天堂 8M,http://nas.jdshipin.com:8801/bst.php?id=djtt
青春动漫 8M,http://nas.jdshipin.com:8801/bst.php?id=qcdm
宝宝动画 8M,http://nas.jdshipin.com:8801/bst.php?id=bbdh
星光影院 8M,http://nas.jdshipin.com:8801/bst.php?id=xgyy
谍战剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=dzjc
全球大片 8M,http://nas.jdshipin.com:8801/bst.php?id=qqdp
热门剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=rmjc
卡酷少儿 8M,http://nas.jdshipin.com:8801/bst.php?id=kkse
纪实科教 8M,http://nas.jdshipin.com:8801/bst.php?id=bjjskj
茶频道 8M,http://nas.jdshipin.com:8801/bst.php?id=cpd
足球高清 8M,http://nas.jdshipin.com:8801/bst.php?id=zqgq
炫动卡通 8M,http://nas.jdshipin.com:8801/bst.php?id=hhxd
东方财经 8M,http://nas.jdshipin.com:8801/bst.php?id=dfcj
都市剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=dsjc
动漫秀场 8M,http://nas.jdshipin.com:8801/bst.php?id=dmxc
法治天地 8M,http://nas.jdshipin.com:8801/bst.php?id=fztd
金色学堂 8M,http://nas.jdshipin.com:8801/bst.php?id=jsxt
魅力足球 8M,http://nas.jdshipin.com:8801/bst.php?id=mlzq

百视TV,#genre#
百视TV1,https://bp-caster.bestv.com.cn/943/3/video.m3u8
百视TV2,https://bp-caster.bestv.com.cn/926/3/video.m3u8
百视TV3,https://bp-caster.bestv.com.cn/934/3/video.m3u8
百视TV4,https://bp-caster.bestv.com.cn/900/3/video.m3u8
百视TV5,https://bp-caster.bestv.com.cn/956/3/video.m3u8
百视TV6,https://bp-caster.bestv.com.cn/947/3/video.m3u8
百视TV7,https://bp-caster.bestv.com.cn/941/3/video.m3u8
百视TV8,https://bp-caster.bestv.com.cn/953/3/video.m3u8
百视TV9,https://bp-caster.bestv.com.cn/954/3/video.m3u8
百视独播1,https://bp-caster.bestv.com.cn/946/3/video.m3u8
百视独播2,https://bp-caster.bestv.com.cn/955/3/video.m3u8
百视独播3,https://bp-caster.bestv.com.cn/940/3/video.m3u8
百视独播4,https://bp-caster.bestv.com.cn/944/3/video.m3u8
百视独播5,https://bp-caster.bestv.com.cn/936/3/video.m3u8
百视自制,https://bp-caster.bestv.com.cn/723/3/video.m3u8
百视-浙江卫视1,https://bp-caster.bestv.com.cn/939/3/video.m3u8
百视-浙江卫视2,https://bp-caster.bestv.com.cn/938/3/video.m3u8
百视-浙江卫视3,https://bp-caster.bestv.com.cn/937/3/video.m3u8
百视-相声有新人,http://bp-caster.bestv.com.cn/512/1/video.m3u8
百视-上海东方卫视,https://bp-caster.bestv.com.cn/945/3/video.m3u8
百视 Live高清,http://58.252.12.164:8000/udp/239.253.43.118:5146



央视卫视移动,#genre#

CCTV-01综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-02财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-03综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-04国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-06电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8





CCTV-01综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV-02财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-03综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-04国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-05体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-05+体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-06电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV-07军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-08电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-09纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-11戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#https://pi.0472.org/tv/startv.php?auth=231110
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8

凤凰卫视,https://edge2.laotv.la/live/PhxChinese/index.m3u8

凤凰卫视,http://210.210.155.37/session/d2f31366-a3e0-11ee-866f-97678c901e04/uq2663/h/h157/S4/mnf.m3u8
凤凰卫视,http://111.20.45.166/wh7f454c46tw3129111776_1691003170/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?icpid=88888890&RTS=1702657014&from=20&hms_devid=303&prioritypopid=20&online=1702657014&vqe=3 

四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
 


央视频道电信,#genre#

CCTV01电信,http://219.135.208.218:8083/tsfile/live/0001_1.m3u8
CCTV02电信,http://219.135.208.218:8083/tsfile/live/0002_1.m3u8
CCTV03电信,http://219.135.208.218:8083/tsfile/live/0003_1.m3u8
CCTV04电信,http://219.135.208.218:8083/tsfile/live/0004_1.m3u8
CCTV05电信,http://219.135.208.218:8083/tsfile/live/0005_1.m3u8
CCTV06电信,http://219.135.208.218:8083/tsfile/live/0006_1.m3u8
CCTV07电信,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8
CCTV08电信,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8
CCTV09电信,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8
CCTV10电信,http://219.135.208.218:8083/tsfile/live/0010_1.m3u8
CCTV11电信,http://219.135.208.218:8083/tsfile/live/0011_1.m3u8
CCTV12电信,http://219.135.208.218:8083/tsfile/live/0012_1.m3u8
CCTV13电信,http://219.135.208.218:8083/tsfile/live/0013_1.m3u8
CCTV14电信,http://219.135.208.218:8083/tsfile/live/0014_1.m3u8
CCTV15电信,http://219.135.208.218:8083/tsfile/live/0015_1.m3u8
CCTV-01咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv1
CCTV-02咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv2
CCTV-03咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv3
CCTV-04咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv4
CCTV-05咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv5
CCTV-06咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv6
CCTV-07咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv7
CCTV-08咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv8
CCTV-09咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv9
CCTV-10咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv10
CCTV-11咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv11
CCTV-12咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv12
CCTV-13咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv13
CCTV-14咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv14
CCTV-15咪咕,http://www.biaozhun114.com/dl/dl666/migu.php?cctv15




国际频道,#genre# 

凤凰中文超清移动,https://edge2.laotv.la/live/PhxChinese/index.m3u8

凤凰中文电信,http://210.210.155.37/session/d2f31366-a3e0-11ee-866f-97678c901e04/uq2663/h/h157/S4/mnf.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 
中國環球,http://live.cgtn.com/500/prog_index.m3u8 
华文一台,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39 华文六台,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403 半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8 BRICS台,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8 
纬来日本,http://50.7.238.114:8278/videolandjapan/playlist.m3u8?tid=MBAB7250273772502737&ct=19344&tsum=2b580b485643235654de4a1bbc9639cb 
日语新闻台,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8 
韩国国防TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8 
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 StarHD,http://livestar.siliconweb.com/media/star1/star1.m3u8 
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8 
朝鲜KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8 
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8 
乌克兰台,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8 泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8 
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8 
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8 
俄罗斯台,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8 
日本华语,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8 
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh 
环球频道,http://live.cgtn.com/500/prog_index.m3u8 
ABC新闻,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8 
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8 
CNA频道,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8 
欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8 
欧洲华01,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39 
欧洲华02,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3 
欧洲华06,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe 
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8 
地理野生,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b800000_t64NDgwcA==.m3u8



央视卫视lPV6,#genre#
CCTV-1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-2,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3589111099_-1793408755/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1668594088&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV-3,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8
